Source,Target,Label,Type,Context,Source_Document,Weight,Chapter,Book_Vol,Description
húrin the tall warden of the keys,southlands,PERSON-LOCATION,CO_OCCURRENCE,"the Outlands are expected up the South Road ere sundown. Come with us and you will see.' Bergil proved a good comrade, the best company Pippin had had since he parted from Merry, and soon they were laughing and talking gaily as they went about the streets, heedless of the",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,27,1,5,[N/A]
southlands,land of the valley of singing gold,LOCATION-LOCATION,CO_OCCURRENCE,"the Outlands are expected up the South Road ere sundown. Come with us and you will see.' Bergil proved a good comrade, the best company Pippin had had since he parted from Merry, and soon they were laughing and talking gaily as they went about the streets, heedless of the",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,1,1,5,[N/A]
forlong the fat,húrin the tall warden of the keys,PERSON-PERSON,CO_OCCURRENCE,"shouting. 'Forlong! Forlong!' Pippin heard men calling. 'What do they say?' he asked. 'Forlong has come,' Bergil answered; 'old Forlong the Fat, the Lord of Lossarnach. That is where my grandsire lives. Hurrah! Here he is. Good old Forlong!' Leading the line there came walking a big thick-limbed horse, and",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,11,1,5,[N/A]
lossarnach,folk of the lonely mountain,LOCATION-ORGANIZATION,CO_OCCURRENCE,"in Gondor. 'Forlong!' men shouted. 'True heart, true friend! Forlong!' But when the men of Lossarnach had passed they muttered: 'So few! Two hundreds, what are they? We hoped for ten times the number. That will be the new tidings of the black fleet. They are sparing only a tithe",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,4,1,5,[N/A]
land of the valley of singing gold,dervorin,LOCATION-PERSON,CO_OCCURRENCE,"of the Outlands marching to defend the City of Gondor in a dark hour; but always too few, always less than hope looked for or need asked. The men of Ringló Vale behind the son of their lord, Dervorin striding on foot: three hundreds. From the uplands of Morthond, the",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,25,1,5,[N/A]
dervorin,folk of the lonely mountain,PERSON-ORGANIZATION,CO_OCCURRENCE,"passed through the Gate, men of the Outlands marching to defend the City of Gondor in a dark hour; but always too few, always less than hope looked for or need asked. The men of Ringló Vale behind the son of their lord, Dervorin striding on foot: three hundreds. From",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,3,1,5,[N/A]
land of the valley of singing gold,duinhir,LOCATION-LOCATION,CO_OCCURRENCE,"great Blackroot Vale, tall Duinhir with his sons, Duilin and Derufin, and five hundred bowmen. From the Anfalas, the Langstrand far away, a long line of men of many sorts, hunters and herdsmen and men of little villages, scantily equipped save for the household of Golasgil their lord. From Lamedon,",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,25,1,5,[N/A]
land of the valley of singing gold,duilin of morthond,LOCATION-PERSON,CO_OCCURRENCE,"great Blackroot Vale, tall Duinhir with his sons, Duilin and Derufin, and five hundred bowmen. From the Anfalas, the Langstrand far away, a long line of men of many sorts, hunters and herdsmen and men of little villages, scantily equipped save for the household of Golasgil their lord. From Lamedon,",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,39,1,5,[N/A]
dervorin,duilin of morthond,PERSON-PERSON,CO_OCCURRENCE,"of their lord, Dervorin striding on foot: three hundreds. From the uplands of Morthond, the great Blackroot Vale, tall Duinhir with his sons, Duilin and Derufin, and five hundred bowmen. From the Anfalas, the Langstrand far away, a long line of men of many sorts, hunters and herdsmen and men",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,6,1,5,[N/A]
duilin of morthond,duinhir,PERSON-LOCATION,CO_OCCURRENCE,"great Blackroot Vale, tall Duinhir with his sons, Duilin and Derufin, and five hundred bowmen. From the Anfalas, the Langstrand far away, a long line of men of many sorts, hunters and herdsmen and men of little villages, scantily equipped save for the household of Golasgil their lord. From Lamedon,",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,9,1,5,[N/A]
land of the valley of singing gold,derufin,LOCATION-PERSON,CO_OCCURRENCE,"great Blackroot Vale, tall Duinhir with his sons, Duilin and Derufin, and five hundred bowmen. From the Anfalas, the Langstrand far away, a long line of men of many sorts, hunters and herdsmen and men of little villages, scantily equipped save for the household of Golasgil their lord. From Lamedon,",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,34,1,5,[N/A]
derufin,duilin of morthond,PERSON-PERSON,CO_OCCURRENCE,"the tall bowmen, Derufin and Duilin, to their dark waters, meres of Morthond under mountain-shadows. Death in the morning and at day's ending lords took and lowly. Long now they sleep under grass in Gondor by the Great River. Grey now as tears, gleaming silver, red then it rolled, roaring",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,18,1,5,[N/A]
anfalas,land of the valley of singing gold,LOCATION-LOCATION,CO_OCCURRENCE,"great Blackroot Vale, tall Duinhir with his sons, Duilin and Derufin, and five hundred bowmen. From the Anfalas, the Langstrand far away, a long line of men of many sorts, hunters and herdsmen and men of little villages, scantily equipped save for the household of Golasgil their lord. From Lamedon,",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,16,1,5,[N/A]
anfalas,duilin of morthond,LOCATION-PERSON,CO_OCCURRENCE,"with his sons, Duilin and Derufin, and five hundred bowmen. From the Anfalas, the Langstrand far away, a long line of men of many sorts, hunters and herdsmen and men of little villages, scantily equipped save for the household of Golasgil their lord. From Lamedon, a few grim hillmen without",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,8,1,5,[N/A]
duilin of morthond,langstrand,PERSON-LOCATION,CO_OCCURRENCE,"with his sons, Duilin and Derufin, and five hundred bowmen. From the Anfalas, the Langstrand far away, a long line of men of many sorts, hunters and herdsmen and men of little villages, scantily equipped save for the household of Golasgil their lord. From Lamedon, a few grim hillmen without",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,8,1,5,[N/A]
land of the valley of singing gold,golasgil,LOCATION-PERSON,CO_OCCURRENCE,"great Blackroot Vale, tall Duinhir with his sons, Duilin and Derufin, and five hundred bowmen. From the Anfalas, the Langstrand far away, a long line of men of many sorts, hunters and herdsmen and men of little villages, scantily equipped save for the household of Golasgil their lord. From Lamedon,",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,1,1,5,[N/A]
land of the valley of singing gold,lamedon,LOCATION-LOCATION,CO_OCCURRENCE,"great Blackroot Vale, tall Duinhir with his sons, Duilin and Derufin, and five hundred bowmen. From the Anfalas, the Langstrand far away, a long line of men of many sorts, hunters and herdsmen and men of little villages, scantily equipped save for the household of Golasgil their lord. From Lamedon,",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,2,1,5,[N/A]
duilin of morthond,golasgil,PERSON-PERSON,CO_OCCURRENCE,"with his sons, Duilin and Derufin, and five hundred bowmen. From the Anfalas, the Langstrand far away, a long line of men of many sorts, hunters and herdsmen and men of little villages, scantily equipped save for the household of Golasgil their lord. From Lamedon, a few grim hillmen without",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,2,1,5,[N/A]
duilin of morthond,lamedon,PERSON-LOCATION,CO_OCCURRENCE,"with his sons, Duilin and Derufin, and five hundred bowmen. From the Anfalas, the Langstrand far away, a long line of men of many sorts, hunters and herdsmen and men of little villages, scantily equipped save for the household of Golasgil their lord. From Lamedon, a few grim hillmen without",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,2,1,5,[N/A]
anfalas,folk of the lonely mountain,LOCATION-ORGANIZATION,CO_OCCURRENCE,"From the Anfalas, the Langstrand far away, a long line of men of many sorts, hunters and herdsmen and men of little villages, scantily equipped save for the household of Golasgil their lord. From Lamedon, a few grim hillmen without a captain. Fisher-folk of the Ethir, some hundred or more",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,1,1,5,[N/A]
folk of the lonely mountain,golasgil,ORGANIZATION-PERSON,CO_OCCURRENCE,"Golasgil their lord. From Lamedon, a few grim hillmen without a captain. Fisher-folk of the Ethir, some hundred or more spared from the ships. Hirluin the Fair of the Green Hills from Pinnath Gelin with three hundreds of gallant green-clad men. And last and proudest, Imrahil, Prince of Dol Amroth,",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,7,1,5,[N/A]
folk of the lonely mountain,lamedon,ORGANIZATION-LOCATION,CO_OCCURRENCE,"Golasgil their lord. From Lamedon, a few grim hillmen without a captain. Fisher-folk of the Ethir, some hundred or more spared from the ships. Hirluin the Fair of the Green Hills from Pinnath Gelin with three hundreds of gallant green-clad men. And last and proudest, Imrahil, Prince of Dol Amroth,",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,12,1,5,[N/A]
folk of the lonely mountain,langstrand,ORGANIZATION-LOCATION,CO_OCCURRENCE,"From the Anfalas, the Langstrand far away, a long line of men of many sorts, hunters and herdsmen and men of little villages, scantily equipped save for the household of Golasgil their lord. From Lamedon, a few grim hillmen without a captain. Fisher-folk of the Ethir, some hundred or more",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,1,1,5,[N/A]
folk of the lonely mountain,hirluin,ORGANIZATION-LOCATION,CO_OCCURRENCE,"of men of many sorts, hunters and herdsmen and men of little villages, scantily equipped save for the household of Golasgil their lord. From Lamedon, a few grim hillmen without a captain. Fisher-folk of the Ethir, some hundred or more spared from the ships. Hirluin the Fair of the Green",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,2,1,5,[N/A]
folk of the lonely mountain,pinnath gelin,ORGANIZATION-LOCATION,CO_OCCURRENCE,"a captain. Fisher-folk of the Ethir, some hundred or more spared from the ships. Hirluin the Fair of the Green Hills from Pinnath Gelin with three hundreds of gallant green-clad men. And last and proudest, Imrahil, Prince of Dol Amroth, kinsman of the Lord, with gilded banners bearing his token",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,9,1,5,[N/A]
golasgil,the prince of dol amroth,PERSON-PERSON,CO_OCCURRENCE,"Golasgil their lord. From Lamedon, a few grim hillmen without a captain. Fisher-folk of the Ethir, some hundred or more spared from the ships. Hirluin the Fair of the Green Hills from Pinnath Gelin with three hundreds of gallant green-clad men. And last and proudest, Imrahil, Prince of Dol Amroth,",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,1,1,5,[N/A]
the prince of dol amroth,lamedon,PERSON-LOCATION,CO_OCCURRENCE,"Golasgil their lord. From Lamedon, a few grim hillmen without a captain. Fisher-folk of the Ethir, some hundred or more spared from the ships. Hirluin the Fair of the Green Hills from Pinnath Gelin with three hundreds of gallant green-clad men. And last and proudest, Imrahil, Prince of Dol Amroth,",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,1,1,5,[N/A]
the prince of dol amroth,pinnath gelin,PERSON-LOCATION,CO_OCCURRENCE,"Hills from Pinnath Gelin with three hundreds of gallant green-clad men. And last and proudest, Imrahil, Prince of Dol Amroth, kinsman of the Lord, with gilded banners bearing his token of the Ship and the Silver Swan, and a company of knights in full harness riding grey horses; and behind",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,7,1,5,[N/A]
húrin the tall warden of the keys,lampwrights' street,PERSON-LOCATION,CO_OCCURRENCE,"they reached the Lampwrights' Street all the bells in the towers tolled solemnly. Lights sprang in many windows, and from the houses and wards of the men at arms along the walls there came the sound of song. 'Farewell for this time,' said Bergil. 'Take my greetings to my :father,",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,1,1,5,[N/A]
father of horse-men,lossarnach,PERSON-LOCATION,CO_OCCURRENCE,"my greetings to my :father, and thank him for the company that he sent. Come again soon, I beg. Almost I wish now that there was no war, for we might have had some merry times. We might have journeyed to Lossarnach, to my grandsire's house; it is good to",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,4,1,5,[N/A]
father of horse-men,my grandsire,PERSON-PERSON,CO_OCCURRENCE,"my greetings to my :father, and thank him for the company that he sent. Come again soon, I beg. Almost I wish now that there was no war, for we might have had some merry times. We might have journeyed to Lossarnach, to my grandsire's house; it is good to",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,3,1,5,[N/A]
father of horse-men,our lord,PERSON-PERSON,CO_OCCURRENCE,"times. We might have journeyed to Lossarnach, to my grandsire's house; it is good to be there in Spring, the woods and fields are full of flowers. But maybe we will go thither together yet. They will never overcome our Lord, and my father is very valiant. Farewell and return!'",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,2,1,5,[N/A]
húrin the tall warden of the keys,galen,PERSON-PERSON,CO_OCCURRENCE,"Galen, and all he had was a few useful things he had picked up among the wreckage of Isengard. Hasufel was already saddled. Legolas and Gimli with their horse stood close by. 'So four of the Company still remain,' said Aragorn. 'We will ride on together. But we shall not",C:\Coding\LOTR-Extractor\LOTR_Text\03 - The Return of the King.txt,4,2,5,[N/A]
